CAS,Name,Mol Wt,Boiling Pt (deg C),Reference
7098-07-9,"1H-IMIDAZOLE, 1-ETHYL-",96.1329,208,
7098-22-8,TETRATETRACONTANE,619.2079,548,
7101-31-7,DIMETHYL DISELENIDE,187.9901,156,
7116-86-1,"1-Hexene, 5,5-dimethyl-",112.2167,104,
7119-92-8,"ETHANAMINE, N-ETHYL-N-NITRO-",118.1365,206.5,
7119-94-0,"PIPERIDINE, 1-NITRO-",130.1477,245,
7144-05-0,4-Piperidinemethanamine,114.1919,200,
7145-20-2,"2,3-DIMETHYL-2-HEXENE",112.2167,121.8,
7146-60-3,"OCTANE, 2,3-DIMETHYL-",142.2868,164.3,
7148-74-5,2-Bromo-propionyl chloride,171.4217,132,
7149-75-9,3-METHYL-4-CHLOROANILINE,141.6015,241,
7152-15-0,"PENTANOIC ACID, 4-METHYL-3-OXO-, ETHYL ESTER",158.199,173,
7154-66-7,2-Bromo-benzoyl chloride,219.4663,243,
7154-75-8,"1-PENTYNE, 4-METHYL-",82.1466,61.2,
7154-79-2,"2,2,3,3-TETRAMETHYLPENTANE",128.2598,140.2,
7154-80-5,"HEPTANE, 3,3,5-TRIMETHYL-",142.2868,155.7,
7164-98-9,1-Phenyl-1H-imidazole,144.1775,276,
7170-38-9,3-Phenoxy-propionic acid,166.1782,240,
7187-01-1,2-Furanacrylonitrile,119.124,96,
7194-84-5,N-HEPTATRIACONTANE,521.0183,505,
7194-85-6,N-OCTATRIACONTANE,535.0454,512,
7208-05-1,"OXAZOLE, 2,4-DIMETHYL-",97.1176,108,
7216-97-9,DIMETHYLBORANE,41.8891,70.5,
7220-26-0,"3-ETHYL-2,4-DIMETHYLHEXANE",142.2868,162,
7239-24-9,"1-Propanamine, N,N,2-trimethyl-",101.1932,80.5,
7251-61-8,2-METHYLQUINOXALINE,144.1775,244,
7252-83-7,"Ethane, 2-bromo-1,1-dimethoxy-",169.0191,149,
7283-70-7,But-2-enedioic acid diisopropyl ester,200.2366,280,
7287-19-6,PROMETRYNE,241.3604,>300,
7307-55-3,N-UNDECYLAMIN,171.3286,242,
7319-00-8,"TRANS-1,4-HEXADIENE",82.1466,65.0,
7321-55-3,DIMETHYLMALONONITRILE,94.117,169.5,
7335-06-0,1-Ethyl-pyrrolidine,99.1772,104,
7335-25-3,"Benzoic acid, 2-chloro-, ethyl ester",184.6239,243,
7335-26-4,"Benzoic acid, 2-methoxy-, ethyl ester",180.2053,261,
7335-27-5,"Benzoic acid, 4-chloro-, ethyl ester",184.6239,237.5,
7344-34-5,4-Methyl-1H-indene,130.1912,209,
7357-93-9,"1-BUTENE, 2-ETHYL-3-METHYL-",98.1896,89,
7359-72-0,"2,3,4-TRICHLOROTOLUENE",195.4769,244,
7367-38-6,"4-NONENE, 5-BUTYL-",182.3522,215.5,
7369-50-8,1-Ethyl-3-nitrobenzene,151.1664,242.5,
7372-92-1,7-Methyl-1H-indene,130.1912,209,
7378-99-6,Octyldimethylamine,157.3015,191,"Yaws, CL et al. (2001)"
7379-12-6,2-Methyl-3-hexanone,114.189,135,
7383-71-3,"2,2,3,3-Tetrafluoropropyl acrylate",186.1071,132.5,
7383-90-6,"1,1'-BIPHENYL, 3,4'-DIMETHYL-",182.2677,289,
7385-78-6,"1-PENTENE, 3,4-DIMETHYL-",98.1896,80.8,
7385-82-2,"2-HEXENE, 5-METHYL-, (E)-",98.1896,88.1,
7399-49-7,1-METHYL-2-ETHENYL BENZENE,132.2071,175,
7399-50-0,"Pyridine, 2-(1-ethylpropyl)-",149.2378,195.4,
7415-31-8,"1,3-DICHLORO-2-BUTENE, E-",124.9984,131,
7417-48-3,"3-METHYL-1,2-PENTADIENE",82.1466,70,
7433-56-9,trans-5-Decene,140.2709,171,
7433-78-5,cis-Decene,140.2709,171,
7439-90-9,KRYPTON,83.8,-153.35,
7439-95-4,MAGNESIUM,26.3279,1100,
7439-96-5,MANGANESE,54.938,2095,
7439-97-6,MERCURY,200.59,356.6,
7440-09-7,POTASSIUM,39.102,1323,CRC (2005)
7440-17-7,RUBIDIUM,86.478,688,
7440-22-4,SILVER,107.87,2000,
7440-23-5,SODIUM,22.9898,881.4,
7440-24-6,STRONTIUM,87.62,1382,
7440-28-0,THALLIUM,205.378,1457,
7440-33-7,TUNGSTEN,183.85,5900,
7440-36-0,ANTIMONY,124.7739,1635,
7440-37-1,ARGON,39.948,-185.86,
7440-38-2,ARSENIC,77.9455,615,
7440-39-3,BARIUM,139.3559,1600,
7440-43-9,CADMIUM,112.4,765,
7440-47-3,CHROMIUM,51.996,2642,
7440-50-8,COPPER,63.546,2595,
7440-57-5,GOLD,196.967,2700,
7440-63-3,XENON,131.3,-108.1,
7440-66-6,ZINC,65.37,908,
7440-69-9,BISMUTH,212.0039,1420,
7440-70-2,CALCIUM,42.0959,1440,
7443-52-9,2-METHYLCYCLOHEXANOL (TRANS),114.189,167.4,
7443-55-2,3-METHYLCYCLOHEXANOL (TRANS),114.189,167,
7443-70-1,2-METHYLCYCLOHEXANOL (CIS),114.189,165,
7446-09-5,SULFUR DIOXIDE,64.0628,-10,
7493-82-5,"Heptanoic acid, pentyl ester",200.3239,245.4,
7498-57-9,Naphthalen-2-yl-acetonitrile,167.2122,303,
7515-80-2,"2-PROPANAMINE, 2-METHYL-N-(1-METHYLETHYL)-",115.2202,98,
7521-80-4,Butyl trichloro silane,191.5613,148.5,
7524-63-2,"NAPHTHALENE, 1,2,3,4-TETRAHYDRO-2,6-DIMETHYL-",160.2613,240,
7525-62-4,M-ETHYLSTYRENE,132.2071,190.0,
7553-56-2,IODINE,253.8088,185.24,CRC (2005)
7554-65-6,"1H-PYRAZOLE, 4-METHYL-",82.1058,206,
7560-83-0,"CYCLOHEXANAMINE, N-CYCLOHEXYL-N-METHYL-",195.3509,265,
7564-63-8,2-ETHYLSTYRENE,132.2071,187.3,
7572-29-4,Dichloroacetylene,94.9283,33,
7581-97-7,"2,3-DICHLOROBUTANE",127.0144,118,
7583-53-1,(1-Methyl-piperidin-3-yl)-methanol,129.2037,142.5,
7614-93-9,"BENZENE, 1,1'-(3-METHYL-1-PROPENE-1,3-DIYL)BIS-",208.3059,311,
7615-57-8,"S-TRIAZINE-2,4,6-TRICARBONITRILE",156.1071,262,
7632-51-1,VANADIUM TETRACHLORIDE,192.754,148,
7637-07-2,BORON FLUORIDE,67.8062,-127.1,
7642-04-8,2-OCTENE (CIS),112.2167,125.6,
7642-09-3,"3-HEXENE, (Z)-",84.1625,66.4,
7642-10-6,3-HEPTENE (CIS),98.1896,95.8,
7642-15-1,"4-OCTENE, (Z)-",112.2167,122.5,
7659-86-1,Thioglycolic acid-2-ethylhexyl esters,204.3337,133.5,"Lide, DR et al. (1994)"
7661-55-4,"QUINOLINE, 5-METHYL-",143.1899,262.7,
7664-39-3,HYDROGEN FLUORIDE,20.0064,19.51,Merck Index (2001)
7664-41-7,AMMONIA,17.0306,-33.35,
7664-93-9,SULFURIC ACID,98.0775,~ 290,
7665-72-7,"Oxirane,  (1,1-dimethylethoxy)methyl -",130.1884,152,
7667-55-2,"CYCLOHEXANE, 1,2,3-TRIMETHYL-, (1.ALPHA.,2.ALPHA",126.2438,151.2,
7667-60-9,"CYCLOHEXANE, 1,2,4-TRIMETHYL-, (1.ALPHA.,2.BETA.",126.2438,142.9,
7681-84-7,Tetrahydro-furan-2-carbaldehyde,100.1183,142,
7688-21-3,2-HEXENE (Z),84.1625,68.8,
7697-37-2,NITRIC ACID,63.0129,83,
7704-34-9,SULFUR,32.064,444.5,
7705-14-8,DIPENTENE (+-),136.239,178,
7719-09-7,THIONYL CHLORIDE,118.9694,76,
7719-12-2,PHOSPHORUS TRICHLORIDE,137.3328,76,
7722-84-1,HYDROGEN PEROXIDE,34.0147,152,
7723-14-0,PHOSPHORUS,33.9977,280,Kirk-Othmer
7726-95-6,BROMINE,159.818,59.47,Merck Index 13th
7727-18-6,TRICHLOROOXOVANADIUM,173.3004,126.5,
7727-37-9,NITROGEN,28.0134,-195.79,
7731-28-4,4-METHYLCYCLOHEXANOL (CIS),114.189,173,
7731-29-5,4-METHYLCYCLOHEXANOL (TRANS),114.189,174,
7732-18-5,WATER,18.0153,100,
7745-91-7,3-Bromo-4-methylaniline,186.0525,255.5,
7756-94-7,TRIISOBUTYLENE,336.6502,180,
7758-95-4,LEAD CHLORIDE,278.096,950,
7772-99-8,STANNOUS CHLORIDE,189.596,247,
7775-19-1,"BORIC ACID, SODIUM SALT",65.7996,1434,CRC (2000)
7778-85-0,"1,2-DIMETHOXYPROPANE",104.1502,96,
7778-87-2,Heptanoic acid propyl ester,172.2697,208,
7779-27-3,Vancide-TH,171.2878,207.5,Aldrich (2000)
7779-80-8,"Heptanoic acid, 2-methylpropyl ester",186.2968,208,
7782-41-4,FLUORINE,37.9968,-188.13,
7782-44-7,OXYGEN,31.9988,-182.96,
7782-49-2,SELENIUM,78.96,685,
7782-50-5,CHLORINE,70.906,-34.05,Merck Index (2001)
7782-79-8,HYDRAZOIC ACID,43.0281,37,
7783-06-4,HYDROGEN SULFIDE,34.0799,-60.33,
7783-07-5,HYDROGEN SELENIDE,80.9759,-41.3,
7783-08-6,SELENIC ACID,144.9735,260 dec,
7783-42-8,THIONYL FLUORIDE,86.0602,-43.8,
7784-34-1,ARSENIC TRICHLORIDE,181.2806,130.21,
7784-42-1,ARSINE,77.9455,-62.5,
7785-26-4,"Bicyclo 3.1.1 hept-2-ene, 2,6,6-trimethyl-, (1S)",136.239,157,
7785-70-8,(+)-alpha-Pinene,136.239,155.5,
7787-20-4,(1R)-(-)-Fenchone,152.2384,193,
7789-20-0,DEUTERIUM OXIDE,21.9994,101.42,
7789-60-8,PHOSPHOROUS TRIBROMIDE,270.7008,173.2,
7789-89-1,"1,1,1-TRICHLOROPROPANE",147.4323,108,
7789-92-6,"Propane, 1,3,3-triethoxy-",176.2579,185,Aldrich (2000)
7789-99-3,"1-Pentanol, 2-methyl-, acetate",144.2155,163,
7790-94-5,CHLOROSULFONIC ACID,116.5232,158,
7791-12-0,THALLIUM (I) CHLORIDE,239.823,720,
7791-21-1,CHLORINE OXIDE ,86.9054,2.2,
7791-23-3,SELENIUM OXYCHLORIDE,165.8654,180,
7791-25-5,SULFURYL CHLORIDE,134.9688,69.3,
7803-51-2,PHOSPHINE,33.9977,-87.7,
8004-13-5,Dowtherm,154.2135,257,ChemFinder (2005)
9002-93-1,Octoxynol 9 [USAN],250.3844,120,ChemFinder (2005)
10024-74-5,Bis(alpha-methylbenzyl)amine,225.3365,296.5,
10024-97-2,NITROUS OXIDE,44.0128,-88.46,
10025-78-2,TRICHLOROSILANE,135.453,31.8,
10025-91-9,ANTIMONY TRICHLORIDE,228.109,223.5,
10026-04-7,TETRACHLOROSILANE,169.898,59,
10028-15-6,OZONE,47.9982,-111.9,
10031-82-0,"Benzaldehyde, 4-ethoxy-",150.1789,249,
10031-87-5,"1-Butanol, 2-ethyl-, acetate",144.2155,162.5,
10031-96-6,EUGENYL FORMATE,192.2165,270,
10042-59-8,"1-Heptanol, 2-propyl-",158.2862,217.5,"Lide, DR et al. (1994)"
10043-92-2,RADON,222.0,-62,
10061-01-5,"1,3-DICHLOROPROPENE, (Z)",110.9713,104.3,
10061-02-6,"1,3-DICHLOROPROPENE (TRANS)",110.9713,112,
10102-43-9,NITROGEN OXIDE,31.0141,-151.7,
10102-44-0,NITROGEN DIOXIDE,46.0055,21.15,
10138-10-0,4-Oxo-butyric acid ethyl ester,130.1448,162,
10138-89-3,"1,1,3-Trimethoxy-butane",148.2038,157,
10143-60-9,"Hexane, 1,1'-oxybis 2-ethyl-",242.4488,269.4,
10152-76-8,"1-Propene, 3-(methylthio)-",88.1724,92,
10160-87-9,"3,3-Diethoxy-propyne",128.1725,139,
10166-08-2,"Benzeneacetaldehyde, 2-methyl-",134.1795,221,
10203-08-4,"Benzaldehyde, 3,5-dichloro-",175.0153,240,
10203-28-8,2-DODECANOL,186.3404,252,
10222-95-4,"BENZENE, 1,2,4-TRIMETHYL-5-(1-METHYLETHYL)-",162.2773,221,
10226-29-6,"2-HEXANONE, 6-BROMO-",179.058,216,
10229-10-4,3-Pentyn-1-ol,84.1189,154,
10259-22-0,"BENZOIC ACID, 3-METHOXY-, ETHYL ESTER",180.2053,260.5,
10276-09-2,"3-BUTENOIC ACID, 2,2-DIMETHYL-",114.1454,185,
10283-15-5,"2-Chloro-3,4-dimethyl-phenol",156.6133,188,
10292-98-5,"BICYCLO[2.2.1]HEPTAN-2-ONE, 4,7,7-TRIMETHYL-, (1",152.2384,213,
10294-33-4,BORONTRIBROMIDE,250.538,90,Merck Index (2003)
10294-34-5,BORON TRICHLORIDE,117.17,12.5,Merck Index (2003)
10312-83-1,"ACETALDEHYDE, METHOXY-",74.0801,92,
10315-98-7,N-ISOBUTYLMORPHOLINE,143.2308,181,
10316-00-4,4-BENZYLMORPHOLINE,177.2483,260.5,
10321-71-8,"2-Pentenoic acid, 4-methyl-",114.1454,217,
10324-58-0,"PIPERIDINE, 1-PENTYL-",155.2856,198.2,
10343-99-4,"QUINOLINE, DECAHYDRO-, CIS-",139.2425,206,
10420-90-3,"1,3-HEXADIEN-5-YNE",78.1147,83.5,
10436-39-2,"1,1,2,3-Tetrachloropropene",179.8614,167,"Lewis, RJ (2000)"
10473-14-0,"3-BUTEN-2-OL, 3-METHYL-",86.1349,114,
10476-95-6,"2-Propene-1,1-diol, 2-methyl-, diacetate",172.1824,191,
10482-56-1,2-(4-METHYL-3-CYLOHEXENYL)ISOPROPANOL,154.2544,217.5,
10487-71-5,2-Butenoyl chloride,104.5369,124.5,
10495-45-1,"PROPANE, 1,1'-SULFONYLBIS[2-METHYL-",178.2955,265,
10498-35-8,"CYCLOHEXANE, 1,2-DICHLORO-, CIS-",153.0526,206.9,
10500-57-9,"QUINOLINE, 5,6,7,8-TETRAHYDRO-",133.1947,222,
10519-06-9,"Benzene, 1-butoxy-4-methyl-",164.2496,229.5,
10544-63-5,"2-Butenoic acid, ethyl ester",114.1454,136.5,
10544-72-6,NITROGEN TETROXIDE,92.011,21.1,
10574-17-1,"BENZENE, (1-METHYLPROPOXY)-",150.2225,194.5,
10574-36-4,"2-HEXENE, 3-METHYL-, (Z)-",98.1896,95.6,
10574-37-5,"2,3-DIMETHYL-2-PENTENE",98.1896,97.5,
10588-10-0,"Pentanoic acid, 2-methylpropyl ester",158.2426,179,
10595-95-6,N-METHYL-N-NITROSOETHAMINE,88.11,170,
10602-34-3,"1,1-Diethoxy-but-2-ene",144.2155,147.5,
10604-59-8,"1H-INDOLE, 1-ETHYL-",145.2059,252.5,
11095-43-5,BENZOTHIOPHENE,134.201,221.5,
11096-82-5,AROCLOR 1260,395.3287,385-420,
11097-69-1,AROCLOR 1254,326.4387,365-390,
11104-28-2,AROCLOR 1221,188.6585,290-325,
12002-53-8,Trimedlure,232.753,110,
12108-13-3,Methylcyclopentadienyl Manganese,218.0923,233,
12125-02-9,AMMONIUM CHLORIDE,53.4916,520,
12672-29-6,AROCLOR 1248,618.4323,340-375,
13014-24-9,"Benzene, 1,2-dichloro-4-(trichloromethyl)-",264.367,283.1,
13019-20-0,"3-HEPTANONE, 2-METHYL-",128.2161,158,
13019-22-2,9-Decen-1-ol,156.2703,236,
13021-15-3,"N,N,2,4,6-PENTAMETHYLANILINE",163.2648,214,
13030-26-7,"2H-1-BENZOPYRAN, 3,4-DIHYDRO-2-METHYL-",148.2065,224.5,
13054-87-0,2-Amino-butan-1-ol,89.1384,178,
13057-17-5,"Methane, bromomethoxy-",124.9656,87,
13063-43-9,"PROPANEDINITRILE, DICHLORO-",134.9529,97,
13065-07-1,"NAPHTHALENE, 1,2,3,4-TETRAHYDRO-2,7-DIMETHYL-",160.2613,237,
13116-53-5,"PROPANE, 1,2,2,3-TETRACHLORO-",181.8773,165,
13116-60-4,"PROPANE, 1,1,2,2-TETRACHLORO-",181.8773,153,
13129-23-2,"3-FURANCARBOXYLIC ACID, METHYL ESTER",126.1129,160,
13151-04-7,"1-HEPTENE, 5-METHYL-",112.2167,113.3,
13151-05-8,4-METHYL-1-HEPTENE,112.2167,112.8,
13151-34-3,"DECANE, 3-METHYL-",156.3139,188.1,
13195-80-7,"Propene, 1,1-dibromo-",199.8733,125,
13254-34-7,"2-Heptanol, 2,6-dimethyl-",144.2592,173,
13269-52-8,trans-3-Hexene,84.1625,67.1,
13279-87-3,"1,1,3-Trichloro-butane",161.4594,152,
13290-74-9,"Benzene, 1-chloro-2-methyl-4-nitro-",171.5844,249,
13294-71-8,2-BROMO-2-BUTENE (CIS),135.0044,95,
13351-73-0,1-METHYLBENZOTRIAZOLE,133.1539,270.5,
13360-61-7,1-PENTADECENE,210.4064,268.2,
13360-63-9,"1-Butanamine, N-ethyl-",101.1932,107.5,CRC Handbook
13360-65-1,"Pyrazine, 3-ethyl-2,5-dimethyl-",136.1982,180.5,
13389-42-9,2-OCTENE (TRANS),112.2167,125,
13403-37-7,(CHLOROMETHYL)OXIRANE,92.5257,117,
13417-43-1,"2-BUTENE, 1-CHLORO-2-METHYL-",104.5805,110,
13423-15-9,"Furan, tetrahydro-3-methyl-",86.1349,86.5,
13450-92-5,TETRABROMINE GERMANE,392.226,186.5,
13466-41-6,"2(1H)-PYRIDINONE, 4-METHYL-",109.1288,308,
13466-78-9,3-CARENE (DELTA),136.239,170,
13475-78-0,"HEPTANE, 5-ETHYL-2-METHYL-",142.2868,159.7,
13475-79-1,"2,4-DIMETHYL-3-ISOPROPYLPENTANE",142.2868,157.1,
13475-81-5,"2,2,3,3-TETRAMETHYLHEXANE",142.2868,160.3,
13475-82-6,"Heptane, 2,2,4,6,6-pentamethyl-",170.341,177.8,
13481-70-4,"2,6-Dichloro-3-methyl-phenol",177.0313,237,
13513-82-1,1-(2-Methoxy-phenyl)-ethanol,152.1948,125,
13529-27-6,"Furan, 2-(diethoxymethyl)-",170.2101,191.5,
13547-70-1,1-Monochloropinacoline,134.607,170-173,Aldrich (1998)
13552-21-1,1-Amino-2-butanol,89.1384,169,
13602-13-6,"1,2-Dichloro-but-2-ene",124.9984,130.5,
13674-84-5,"2-PROPANOL, 1-CHLORO-, PHOSPHATE (3:1)",327.5742,>270,
13679-46-4,"Furan, 2-(methoxymethyl)-",112.1295,132,
13679-74-8,1-(5-Methyl-thiophen-2-yl)-ethanone,140.2052,232.5,
13706-86-0,"2,3-Hexanedione, 5-methyl-",128.1725,138,
13721-54-5,1-HEXEN-3-YNE,80.1307,85,
13794-14-4,2-Phenoxy-butyric acid,180.2053,258,
13828-34-7,"CYCLOHEXANE, 1-METHYL-3-(1-METHYLETHYLIDENE)-",138.255,174,
13838-16-9,ETHRANE [HALOETHER],184.4938,56.5,
13898-73-2,"CYCLOHEXENE, 1-METHYL-5-(1-METHYLETHENYL)-",136.239,176,
13905-48-1,"Cyclohexane, 1-bromo-3-methyl-",177.0857,181,
13909-73-4,"2,3,4-TRIMETHOXYACETOPHENONE",210.2318,296,
13925-00-3,2-ETHYL PYRAZINE,108.1441,152.5,
13952-84-6,SEC-BUTYLAMINE,73.139,63,Merck Index
13984-57-1,"Hexanoic acid, 5-oxo-, ethyl ester",158.199,221.5,
14064-10-9,"Propanedioic acid, chloro-, diethyl ester",194.6163,222,
14072-86-7,"CYCLOHEXENE, 4,4-DIMETHYL-",110.2008,117,
14073-97-3,(-)-Menthone,154.2544,207,
14077-58-8,Ethoxy-acetyl chloride,122.5522,125,
14092-20-7,2-HEXEN-4-YNE,80.1307,88.5,
14167-59-0,N-TETRATRIACONTANE,478.937,483,
14282-76-9,1-Bromo-2-methyl thiophene,177.0636,176,
14287-61-7,"2,3-DIMETHYLBUTYRIC ACID",116.1613,191.7,
14296-80-1,"CYCLOBUTANE, 1,2-BIS(METHYLENE)-",80.1307,64,
14321-27-8,"BENZENEMETHANAMINE, N-ETHYL-",135.2107,194,
14331-54-5,"PYRIMIDINE, 2,4-DIMETHYL-",108.1441,150.5,
14476-30-3,"Propane, 1,2,2-tribromo-",280.7853,190.5,
14508-49-7,2-CHLOROPYRAZINE,114.5349,153.5,
14548-46-0,4-BENZOYLPYRIDINE,183.2116,315,
14575-93-0,"2,6,6-Trimethyl-bicyclo[3.1.1]heptan-3-one",152.2384,212,
14602-62-1,"Propane, 1,1,2-tribromo-",280.7853,200.5,
14630-40-1,"SILANE, 1,2-ETHYNEDIYLBIS[TRIMETHYL-",170.4047,134,
14631-45-9,3-Ethoxy-propionitrile,99.1336,136,
14667-55-1,"PYRAZINE, TRIMETHYL-",122.1712,171.5,
14676-29-0,"HEPTANE, 3-ETHYL-2-METHYL-",142.2868,163,
14685-29-1,TetraBu-tetraMe-tetroxatetrasilocane,464.9472,291,
14686-13-6,2-HEPTENE (TRANS),98.1896,98,
14686-14-7,3-HEPTENE (TRANS),98.1896,95.7,
14689-97-5,1-Chloro-3-(2-chloro-ethoxy)-butane,171.0679,195,
14720-74-2,"HEPTANE, 2,2,4-TRIMETHYL-",142.2868,148.3,
14752-75-1,"Benzene, heptadecyl-",316.5753,397,
14804-32-1,2-ETHYLANISOLE,136.1954,187,
14850-22-7,"3-OCTENE, (Z)-",112.2167,122.9,
14850-23-8,4-OCTENE (TRANS),84.1625,122.3,
14852-31-4,2-HEXADECANOL,242.4488,314,
14858-73-2,Di-2-ethylhexyl carbonate,286.4587,207.7,
14919-01-8,"3-OCTENE, (E)-",112.2167,123.3,
14924-53-9,Cyclobutanecarboxylic acid ethyl ester,128.1725,159,
14938-35-3,4-PENTYLPHENOL,164.2496,250.5,
14977-61-8,Chromyl Chloride,154.9008,117,
14979-39-6,"3-HEPTANOL, 4-METHYL- (VAN8CI9CI)",130.2321,170,
15022-08-9,Diallyl Carbonate,142.156,142,
15045-43-9,"2,2,5,5-TETRAMETHYL-TETRAHYDROFURAN",128.2161,112,
15104-61-7,"1,1,2,3,3-PENTACHLOROPROPANE",216.3224,199,
15111-56-5,"3-Cyclohexene-1-carboxylic acid, ethyl ester",154.2107,194.5,
15121-84-3,"Benzeneethanol, 2-nitro-",167.1658,267,
15220-85-6,2-METHYL-1-PROPENE (TETRAMER),226.4494,244,
15232-76-5,3-OCTYNE,110.2008,133.1,
15268-49-2,"PROPANE, 2-METHYL-1-PROPOXY-",116.205,107,
15356-70-4,"Cyclohexanol, 5-methyl-2-(1-methylethyl)-, (1.al",156.2703,216,
15521-18-3,"1-Propanol, 2-(dimethylamino)-",103.1655,150.3,
15570-12-4,3-Methoxy thiophenol,140.2052,224.5,
15600-01-8,"1,1,2,2,3,3-hexachloropropane",250.7674,218.5,
15606-95-8,"Arsenic acid, triethyl ester",226.1057,236.5,
15647-11-7,"Cyclohexanol, 3-(aminomethyl)-3,5,5-trimethyl-",171.285,265,
15657-96-2,"Propanenitrile, 2-(acetyloxy)-",113.117,172.5,
15686-91-6,Propiram,275.3972,162.5,
15706-73-7,"Butanoic acid, 2-methyl-, butyl ester",158.2426,179,
15707-24-1,"PYRAZINE, 2,3-DIETHYL-",136.1982,181,
15726-15-5,"4-HEPTANONE, 3-METHYL-",128.2161,154,
15869-80-4,"HEPTANE, 3-ETHYL-",128.2598,143.0,
15869-85-9,"NONANE, 5-METHYL-",142.2868,165.1,
15869-86-0,"OCTANE, 4-ETHYL-",142.2868,163.7,
15869-87-1,"2,2-DIMETHYLOCTANE",142.2868,155,
15869-89-3,"OCTANE, 2,5-DIMETHYL-",142.2868,158.5,
15869-92-8,"OCTANE, 3,4-DIMETHYL-",142.2868,163.4,
15869-93-9,"OCTANE, 3,5-DIMETHYL-",142.2868,159.4,
15869-94-0,"OCTANE, 3,6-DIMETHYL-",142.2868,160.8,
15869-95-1,"4,4-Dimethyloctane",142.2868,157.5,
15869-96-2,"OCTANE, 4,5-DIMETHYL-",142.2868,162.15,
15870-10-7,2-METHYL-1-HEPTENE,112.2167,119.3,
15877-57-3,"PENTANAL, 3-METHYL-",100.1619,121,
15890-40-1,"1(TRANS), 2(CIS), 3-TRIMETHYLCYCLOPENTANE",112.2167,117.5,
15918-08-8,"HEPTANE, 4-METHYLENE-",112.2167,117.7,
15953-45-4,5-Chloro-3-methyl-1H-pyrazole,116.5509,258,
15953-73-8,"4-Chloro-3,5-dimethyl-1H-pyrazole",130.5779,221,
15980-15-1,"1,4-Oxathiane",104.1718,147,
15986-80-8,"PYRAZINE, 2-METHYL-3-PROPYL-",136.1982,189,
16063-70-0,"2,3,5-TRICHLOROPYRIDINE",182.4374,219,
16066-09-4,"Tetrasiloxane, 1,1,1,3,5,7,7,7-octamethyl-",282.6386,170,
16096-32-5,4-Methylindole,131.1788,267,
16106-59-5,"1-HEXENE, 4,5-DIMETHYL-",112.2167,109,
16136-84-8,"1-PROPENE, 1-CHLORO-, (Z)-",76.5263,32.8,
16136-85-9,"1-PROPENE, 1-CHLORO-, (E)-",76.5263,37.4,
16219-75-3,ETHYLIDENE NORBORNENE,120.196,146,
16245-79-7,4-Octylaniline,205.3461,310,
16302-35-5,"4-Methyl-3,6-dihydro-2H-pyran",98.146,117.5,
16308-92-2,"2,4-DIMETHYLBENZYL ALCOHOL",136.1954,232,
16369-21-4,"Ethanol, 2-(propylamino)-",103.1655,183,
16409-44-2,Geranyl Acetate (isomer mix),196.292,240,
16409-45-3,dl-MENTHYL ACETATE,198.3079,227,
16452-01-0,5-AMINO-2-METHYL-ANISOL,137.183,251,
16484-17-6,"2H-INDEN-2-ONE, OCTAHYDRO-, TRANS-",138.2113,218,
16491-15-9,"CYCLOPENTENE, 1,5-DIMETHYL-",96.1737,99,
16509-46-9,"1,6-Octadien-3-ol, 3,7-dimethyl-, acetate, (R)-",196.292,220,
16532-02-8,"Silane, (bromomethyl)chlorodimethyl-",187.5402,131,
16554-83-9,BICYCLO(4.1.0)HEPT-3-ENE,94.1578,125,
16580-24-8,"CYCLOHEXANE, 1-METHYL-3-(1-METHYLETHYL)-",140.2709,166.5,
16582-93-7,"2,3,4,5-Tetrafluorobenzonitrile",175.0863,164.5,
16672-87-0,ETHEPHON,144.4951,265 dec,
16714-77-5,"1,3-Dichloro-butan-2-one",140.9978,166.5,
16736-42-8,"2,6-OCTADIENE, 2,7-DIMETHYL-",138.255,166,
16745-94-1,"1-HEXENE, 3,4-DIMETHYL-",112.2167,112,
16746-86-4,"2,3-DIMETHYL-1-HEXENE",112.2167,110.5,
16747-25-4,"2,2,3-TRIMETHYLHEXANE",128.2598,133.6,
16747-26-5,"2,2,4-TRIMETHYLHEXANE",128.2598,126.5,
16747-28-7,"2,3,3-TRIMETHYLHEXANE",128.2598,137.7,
16747-30-1,"2,4,4-TRIMETHYLHEXANE",128.2598,130.7,
16747-31-2,"3,3,4-TRIMETHYLHEXANE",128.2598,140.5,
16747-32-3,"2,2-DIMETHYL-3-ETHYLPENTANE",128.2598,133.8,
16747-33-4,"PENTANE, 3-ETHYL-2,3-DIMETHYL-",128.2598,144.7,
16747-38-9,"2,3,3,4-TETRAMETHYLPENTANE",128.2598,141.5,
16747-42-5,"2,2,4,5-TETRAMETHYLHEXANE",142.2868,147.9,
16747-44-7,"2,2,3,3,4-PENTAMETHYLPENTANE",142.2868,166.1,
16747-45-8,"2,2,3,4,4-PENTAMETHYLPENTANE",142.2868,159.3,
16747-50-5,"CYCLOPENTANE, 1-ETHYL-1-METHYL-",112.2167,121.6,
16751-59-0,4-Heptanamine,115.2202,139.5,
16754-49-7,"PROPANE, 1,1',1''-[METHYLIDYNETRIS(OXY)]TRIS[2-M",232.3663,223,
16766-30-6,4-Chloroguaiacol,158.5856,241,
16789-46-1,"HEXANE, 3-ETHYL-2-METHYL-",128.2598,138,
16883-48-0,"CYCLOPENTANE, 1,2,4-TRIMETHYL-, (1.ALPHA.,2.BETA",112.2167,109.3,
